id_x,sat_em_g,mr (emu/g),coer_oe,Synthesis
103,97.3,39.33,2899.7,"3,475 g of the ferrous sulfate, 3.514 g of the cobalt sulfate, and 0.0292 g of CTAB were weighed. The FeSO4 ?7H2O and CoSO4 ?7H2O were then dissolved in 50 ml of distilled water. Next, 0.0292 g of CTAB and 5 ml of HCl were added to the mixed sulfate solution and vigorously stirred for 30 min. Then 25 ml NaOH (3M) was dropped into the solution upon which the solution became black in color. black solutions was placed separately into a Teflon-lined stainless steel autoclave which was then heated to 150ï¿½C and maintained at that temperature for 6 h. The autoclave was then cooled down to room temperature. The black products were removed from each solution with a magnet and washed with a mixture of the distilled water and ethanol two times and dried at room temperature. "
104,97.3,39.33,2899.7,"3,475 g of the ferrous sulfate, 3.514 g of the cobalt sulfate, and 0.0292 g of CTAB were weighed. The FeSO4 ?7H2O and CoSO4 ?7H2O were then dissolved in 50 ml of distilled water. Next, 0.0292 g of CTAB and 5 ml of HCl were added to the mixed sulfate solution and vigorously stirred for 30 min. Then 25 ml NaOH (3M) was dropped into the solution upon which the solution became black in color. black solutions was placed separately into a Teflon-lined stainless steel autoclave which was then heated to 150ï¿½C and maintained at that temperature for 6 h. The autoclave was then cooled down to room temperature. The black products were removed from each solution with a magnet and washed with a mixture of the distilled water and ethanol two times and dried at room temperature. "
105,97.3,39.33,2899.7,"3,475 g of the ferrous sulfate, 3.514 g of the cobalt sulfate, and 0.0292 g of CTAB were weighed. The FeSO4 ?7H2O and CoSO4 ?7H2O were then dissolved in 50 ml of distilled water. Next, 0.0292 g of CTAB and 5 ml of HCl were added to the mixed sulfate solution and vigorously stirred for 30 min. Then 25 ml NaOH (3M) was dropped into the solution upon which the solution became black in color. black solutions was placed separately into a Teflon-lined stainless steel autoclave which was then heated to 150ï¿½C and maintained at that temperature for 6 h. The autoclave was then cooled down to room temperature. The black products were removed from each solution with a magnet and washed with a mixture of the distilled water and ethanol two times and dried at room temperature. "
106,18.3,21.6,3999.65,"The chemicals used in the preparations were ferrous (II) sulfate (FeSO4ï¿½?7H2O), cobalt(II) sulfate (CoSO4ï¿½?7H2O), sodium hydroxide (NaOH), cetyltrimethyl ammonium bromide (CTAB), hydrochloric (HCl), and ethanol absolute. Various amounts of these chemicals were weighed out to produce the three FeCo NPs. 2,085 g of the ferrous sulfate, 4.919 g of the cobalt sulfate, and 0.0292 g of CTAB were weighed. The FeSO4 ?7H2O and CoSO4 ?7H2O were then dissolved in 50 ml of distilled water. Next, 0.0292 g of CTAB and 5 ml of HCl were added to the mixed sulfate solution and vigorously stirred for 30 min. Then 25 ml NaOH (3M) was dropped into the solution upon which the solution became black in color. black solutions was placed separately into a Teflon-lined stainless steel autoclave which was then heated to 150ï¿½C and maintained at that temperature for 6 h. The autoclave was then cooled down to room temperature. The black products were removed from each solution with a magnet and washed with a mixture of the distilled water and ethanol two times and dried at room temperature. "
107,18.3,21.6,3999.65,"The chemicals used in the preparations were ferrous (II) sulfate (FeSO4ï¿½?7H2O), cobalt(II) sulfate (CoSO4ï¿½?7H2O), sodium hydroxide (NaOH), cetyltrimethyl ammonium bromide (CTAB), hydrochloric (HCl), and ethanol absolute. Various amounts of these chemicals were weighed out to produce the three FeCo NPs. 2,085 g of the ferrous sulfate, 4.919 g of the cobalt sulfate, and 0.0292 g of CTAB were weighed. The FeSO4 ?7H2O and CoSO4 ?7H2O were then dissolved in 50 ml of distilled water. Next, 0.0292 g of CTAB and 5 ml of HCl were added to the mixed sulfate solution and vigorously stirred for 30 min. Then 25 ml NaOH (3M) was dropped into the solution upon which the solution became black in color. black solutions was placed separately into a Teflon-lined stainless steel autoclave which was then heated to 150ï¿½C and maintained at that temperature for 6 h. The autoclave was then cooled down to room temperature. The black products were removed from each solution with a magnet and washed with a mixture of the distilled water and ethanol two times and dried at room temperature. "
108,18.3,21.6,3999.65,"The chemicals used in the preparations were ferrous (II) sulfate (FeSO4ï¿½?7H2O), cobalt(II) sulfate (CoSO4ï¿½?7H2O), sodium hydroxide (NaOH), cetyltrimethyl ammonium bromide (CTAB), hydrochloric (HCl), and ethanol absolute. Various amounts of these chemicals were weighed out to produce the three FeCo NPs. 2,085 g of the ferrous sulfate, 4.919 g of the cobalt sulfate, and 0.0292 g of CTAB were weighed. The FeSO4 ?7H2O and CoSO4 ?7H2O were then dissolved in 50 ml of distilled water. Next, 0.0292 g of CTAB and 5 ml of HCl were added to the mixed sulfate solution and vigorously stirred for 30 min. Then 25 ml NaOH (3M) was dropped into the solution upon which the solution became black in color. black solutions was placed separately into a Teflon-lined stainless steel autoclave which was then heated to 150ï¿½C and maintained at that temperature for 6 h. The autoclave was then cooled down to room temperature. The black products were removed from each solution with a magnet and washed with a mixture of the distilled water and ethanol two times and dried at room temperature. "
109,24.75,7.735,1804.3,"0.75 mmol Fe(III) acetylacetonate was dissolved in 20 ml octadecene (62 mmol) and 5 mmol oleic acid and 5 mmol of oleylamine. The mixture was purged with Ar at an elevated temperature (100 C) to eliminate free oxygen dissolved in the products. The temperature was raised up to 200 C and the mixture was stabilized for one hour. The color of the mixture changed from dark red to black indicating the decomposition of iron-acac. In the next step, the mixture was further heated to 300 C at a rate of 10 C per minute and refluxed at 300 C for one hour. The heating source was then removed and the reaction mixture was allowed to cool down. It is worth mentioning that the system was purged with Ar + 5% H2 continuously during the entire reaction. The system was opened by adding an excess amount of ethanol
followed by centrifugation and a black product was precipitated. The supernatant was discarded and the resultant product was dispersed in hexane."
110,24.75,7.735,1804.3,"0.75 mmol Fe(III) acetylacetonate was dissolved in 20 ml octadecene (62 mmol) and 2,5 mmol oleic acid and 5 mmol of oleylamine. The mixture was purged with Ar at an elevated temperature (100 C) to eliminate free oxygen dissolved in the products. The temperature was raised up to 200 C and the mixture was stabilized for one hour. The color of the mixture changed from dark red to black indicating the decomposition of iron-acac. In the next step, the mixture was further heated to 300 C at a rate of 10 C per minute and refluxed at 300 C for one hour. The heating source was then removed and the reaction mixture was allowed to cool down. It is worth mentioning that the system was purged with Ar + 5% H2 continuously during the entire reaction. The system was opened by adding an excess amount of ethanol
followed by centrifugation and a black product was precipitated. The supernatant was discarded and the resultant product was dispersed in hexane."
111,24.75,7.735,1804.3,"0.75 mmol Fe(III) acetylacetonate was dissolved in 20 ml octadecene (31 mmol) and 5 mmol oleic acid and 5 mmol of oleylamine. The mixture was purged with Ar at an elevated temperature (100 C) to eliminate free oxygen dissolved in the products. The temperature was raised up to 200 C and the mixture was stabilized for one hour. The color of the mixture changed from dark red to black indicating the decomposition of iron-acac. In the next step, the mixture was further heated to 300 C at a rate of 10 C per minute and refluxed at 300 C for one hour. The heating source was then removed and the reaction mixture was allowed to cool down. It is worth mentioning that the system was purged with Ar + 5% H2 continuously during the entire reaction. The system was opened by adding an excess amount of ethanol
followed by centrifugation and a black product was precipitated. The supernatant was discarded and the resultant product was dispersed in hexane."
112,20.0,10.0,681.83,"FeO/Fe3O4 core-shell NCs are synthesized according to the thermal decomposition of an iron oleate precursor in the presence of oleic acid. Synthesis of the iron oleate precursor involves the reaction of 2.17 g of FeCl3 ï¿½6H2O with 7.30 g of sodium oleate in a mixture of 16 mL ethanol, 12 mL DI water, and 28 mL hexane at 70 ï¿½C under constant stirring at 400 rpm. The iron oleate is further heated at 75 ï¿½C under vacuum for 24 h. Synthesis of 14 nm core-shell NCs is achieved by the thermal decomposition of 1.6 mmol iron oleate and 0.8 mmol oleic acid in 1-octadecene. The temperature is increased at 3 ï¿½C/min, and the solution is allowed to reflux at 320 ï¿½C for 45 min. FeO NCs are initially formed, followed by a core-shell structure of FeO/Fe3O4 upon exposure to air."
113,54.36,6.795,2762.0,"[Fe(acac)3] (1.4g), oleic acid (10 mL, 31 mmol), and oleylamine (10 mL, 29 mmol) were mixed and stirred in a three-necked flask. The mixture was heated to 120?ï¿½C with vigorous stirring and kept at that temperature for 2?h. During this time, a partial vacuum was applied to the system to remove trace moisture and oxygen trapped in the reaction system, thereby giving a clear dark-brown solution. The solution was heated at 220?ï¿½C for 30?min before it was heated to 300?ï¿½C at a heating rate of 2?K?min?1ï¿½and kept at 300?ï¿½C for 30?min."
114,54.36,6.795,2762.0,"[Fe(acac)3] (1.4g), oleic acid (10 mL, 31 mmol), and oleylamine (10 mL, 29 mmol) were mixed and stirred in a three-necked flask. The mixture was heated to 120?ï¿½C with vigorous stirring and kept at that temperature for 2?h. During this time, a partial vacuum was applied to the system to remove trace moisture and oxygen trapped in the reaction system, thereby giving a clear dark-brown solution. The solution was heated at 220?ï¿½C for 30?min before it was heated to 300?ï¿½C at a heating rate of 2?K?min?1ï¿½and kept at 300?ï¿½C for 30?min. Once the FeO NPs were formed, the reaction solution was cooled down to a predetermined temperature ( 60ï¿½C), and dry air was introduced to the reaction system. "
115,54.36,6.795,2762.0,"[Fe(acac)3] (1.4g), oleic acid (10 mL, 31 mmol), and oleylamine (10 mL, 29 mmol) were mixed and stirred in a three-necked flask. The mixture was heated to 120?ï¿½C with vigorous stirring and kept at that temperature for 2?h. During this time, a partial vacuum was applied to the system to remove trace moisture and oxygen trapped in the reaction system, thereby giving a clear dark-brown solution. The solution was heated at 220?ï¿½C for 30?min before it was heated to 300?ï¿½C at a heating rate of 2?K?min?1ï¿½and kept at 300?ï¿½C for 30?min. Once the FeO NPs were formed, the reaction solution was cooled down to a predetermined temperature ( 100ï¿½C), and dry air was introduced to the reaction system. "
116,31.0,28.9,1897.0,"1-octadecene  (20 mL) and oleylamine (0.3 mL, 0.9 mmol) were mixed and degassed under Ar (99.999% purity) at 120C for 30min. The temperature was raised to 180C, and under a blanket of Ar, Fe(CO)5 (0.7 mL, 5.2 mmol) was added. The mixture was kept at 180ï¿½C for 20 minutes before it was cooled down to room temperature. Subsequent treatment with (CH3)3NO for 20 min at 240 ï¿½C yielded Fe/Fe3O4 core-shell nanoparticles"
117,84.0,76.8,862.0,"1-octadecene  (20 mL) and oleylamine (0.3 mL, 0.9 mmol) were mixed and degassed under Ar (99.999% purity) at 120C for 30min. The temperature was raised to 180C, and under a blanket of Ar, Fe(CO)5 (0.7 mL, 5.2 mmol) was added. The mixture was kept at 180ï¿½C for 20 minutes before it was cooled down to room temperature. Subsequent treatment with CH33NO for 20 min at 240 ï¿½C yielded partial oxidation, whereas further heating the nanoparticle solution in air for 2 h at 240 ï¿½C yielded Fe3O4 hollow-shell nanoparticles"
118,15.1225,8.3157,1361.79,"In a typical synthesis, 1-octadecene (200 mL) and oleylamine (3 mL, 9.12 mmol) were degassed under nitrogen at 120 ï¿½C for 3 h to eliminate the oxygen of the mixture. After that, the solution was heated until 180 ï¿½C and iron pentacarbonyl (7 mL, 53.2 mmol) was quickly added under nitrogen. The reaction was kept at 180 ï¿½C for 40 min. The mixture was cooled naturally to room temperature."
